,0,1,2
0,fox,trump,-0.2583208525185788
1,fox,clinton,0.06683912688470216
2,fox,sanders,0.053447449036693406
3,fox,liberal,-0.05961217642859742
4,fox,conservative,0.07893637204105915
5,fox,men,-0.11009735438738054
6,fox,women,0.23722158091814638
7,manafort,trump,0.06336766493764534
8,manafort,clinton,-0.004617700439774114
9,manafort,sanders,-0.10086986603004498
10,manafort,liberal,0.021738439515730176
11,manafort,conservative,0.11267466075485877
12,manafort,men,-0.2072497815913551
13,manafort,women,0.15656276477723063
14,god,trump,-0.13381200617854433
15,god,clinton,0.10456533505643362
16,god,sanders,0.12572310430995828
17,god,liberal,0.0023362348101252997
18,god,conservative,0.11164791795078378
19,god,men,-0.07474860606861784
20,god,women,0.0655031153400842
21,prison,trump,0.0016615139652539097
22,prison,clinton,0.09233359780970046
23,prison,sanders,-0.015204467435683128
24,prison,liberal,-0.0880561732892332
25,prison,conservative,-0.07954751595920442
26,prison,men,0.08854963107497206
27,prison,women,0.09747764121052453
28,email,trump,0.12743796902455143
29,email,clinton,0.05431979289088182
30,email,sanders,0.1809428424614938
31,email,liberal,0.09685444700186374
32,email,conservative,0.03171368546719517
33,email,men,-0.03745129077026177
34,email,women,-0.09762923963169595
35,corrupt,trump,0.029706315323217155
36,corrupt,clinton,0.10217165821352654
37,corrupt,sanders,-0.29579900634504014
38,corrupt,liberal,0.1730651496309091
39,corrupt,conservative,0.11605614703631134
40,corrupt,men,0.032213297514227114
41,corrupt,women,0.002313192748942617
42,good,trump,0.13195874796862095
43,good,clinton,0.1676149396935959
44,good,sanders,0.11040274424575337
45,good,liberal,0.13683177909141395
46,good,conservative,-0.030399044521501245
47,good,men,-0.11573471470808078
48,good,women,-0.05512644761461181
49,evil,trump,0.056102075560637156
50,evil,clinton,0.03330521622820312
51,evil,sanders,-0.0048601911507696206
52,evil,liberal,0.07107982405365511
53,evil,conservative,0.06651610892248547
54,evil,men,-0.07540262714873734
55,evil,women,0.05720098222058476
56,assault,trump,0.10613416413211268
57,assault,clinton,-0.08224015321678135
58,assault,sanders,0.13529287356082043
59,assault,liberal,-0.16106397847553514
60,assault,conservative,-0.028841452698420162
61,assault,men,0.05165583803943591
62,assault,women,-0.10445208390588234
63,president,trump,0.20101457118069477
64,president,clinton,-0.02118877486478071
65,president,sanders,0.007982927237941905
66,president,liberal,0.13653745467455353
67,president,conservative,-0.016580853758218498
68,president,men,-0.07956136029695007
69,president,women,-0.08603717144489381
70,feminist,trump,-0.05950580555552306
71,feminist,clinton,-0.053148377607546156
72,feminist,sanders,0.07064688258292565
73,feminist,liberal,0.09504514332959198
74,feminist,conservative,-0.04070529773901656
75,feminist,men,0.024706005904446177
76,feminist,women,-0.23878086723218714
