,0,1,2
0,fox,trump,-0.1933133603836886
1,fox,clinton,0.07238724995446992
2,fox,sanders,0.08536568504391567
3,fox,liberal,-0.0856233652886187
4,fox,conservative,0.09301390126774212
5,fox,men,0.059408477823683185
6,fox,women,0.23006936419024224
7,pepe,trump,0.27820518338700634
8,pepe,clinton,-0.047390038536959854
9,pepe,sanders,0.15793730964223038
10,pepe,liberal,-0.0023819942519123782
11,pepe,conservative,0.010670352209422751
12,pepe,men,0.37549618262214696
13,pepe,women,0.30471120572745436
14,god,trump,-0.05422526713024997
15,god,clinton,0.11729467607887785
16,god,sanders,0.1652607493251432
17,god,liberal,-0.01218005825345963
18,god,conservative,0.1447590709485764
19,god,men,0.1453861641519143
20,god,women,0.22399815758855848
21,bitch,trump,0.19356819296042138
22,bitch,clinton,0.09266960477014652
23,bitch,sanders,0.0033420385089563878
24,bitch,liberal,0.14910258775055837
25,bitch,conservative,0.15168275780430998
26,bitch,men,0.4885189201441366
27,bitch,women,0.47034690638245663
28,alpha,trump,-0.059820168952825235
29,alpha,clinton,0.01898734794693563
30,alpha,sanders,0.029266622929670468
31,alpha,liberal,-0.1765541534457199
32,alpha,conservative,-0.008002157683281219
33,alpha,men,0.09186672473889408
34,alpha,women,0.126215550919185
35,establishment,trump,-0.0651553967463832
36,establishment,clinton,0.12431406398442124
37,establishment,sanders,0.041424790800289005
38,establishment,liberal,-0.0221324997360683
39,establishment,conservative,0.07849001910467422
40,establishment,men,0.039359355558318994
41,establishment,women,0.06598495724974879
42,soros,trump,0.19985445615368166
43,soros,clinton,0.1671433541667512
44,soros,sanders,-0.09725102151062688
45,soros,liberal,0.0035657815081232523
46,soros,conservative,-0.06789760200905871
47,soros,men,0.14001180353762602
48,soros,women,0.16579467734235218
49,prison,trump,0.11241373417949224
50,prison,clinton,0.126866403292785
51,prison,sanders,0.0110222823440966
52,prison,liberal,-0.07819407251279052
53,prison,conservative,-0.02526064370996317
54,prison,men,0.23316574604731324
55,prison,women,0.26001993887753333
56,email,trump,0.28248496331695466
57,email,clinton,0.09673895038529533
58,email,sanders,0.23148732858431456
59,email,liberal,0.0744873806040454
60,email,conservative,0.10322962493157369
61,email,men,0.3461002430675615
62,email,women,0.3847628534157606
63,corrupt,trump,0.04931507828253958
64,corrupt,clinton,0.11021476221136799
65,corrupt,sanders,-0.26583962106067155
66,corrupt,liberal,0.17315634309747222
67,corrupt,conservative,0.1388436093746842
68,corrupt,men,0.0856990578539857
69,corrupt,women,0.05669820368950922
70,good,trump,0.3623191667582831
71,good,clinton,0.19078332143711055
72,good,sanders,0.19444109995289413
73,good,liberal,0.062317323788339256
74,good,conservative,0.10391888960050462
75,good,men,0.5669766295346946
76,good,women,0.6775540969868569
77,evil,trump,0.07370988067209013
78,evil,clinton,0.032110262899064
79,evil,sanders,0.0007797965309951858
80,evil,liberal,0.06235963516513643
81,evil,conservative,0.07394686721777485
82,evil,men,0.04122529048404698
83,evil,women,0.11334181628347323
84,smart,trump,0.03206639929745955
85,smart,clinton,-0.10741459963467102
86,smart,sanders,0.03323303624520515
87,smart,liberal,0.013379012453927487
88,smart,conservative,0.024522332180412124
89,smart,men,0.07253273629398617
90,smart,women,0.12323454126441445
91,assault,trump,0.26355157160123716
92,assault,clinton,-0.018349720380379287
93,assault,sanders,0.19387490330087995
94,assault,liberal,-0.1623757988994924
95,assault,conservative,0.05533490476169262
96,assault,men,0.4093241100644975
97,assault,women,0.39890351490694204
98,honest,trump,0.07016591546853751
99,honest,clinton,-0.07611991824536168
100,honest,sanders,0.25971273169226966
101,honest,liberal,-0.23971227077230983
102,honest,conservative,0.16487888980294196
103,honest,men,0.03363449039396619
104,honest,women,0.0789396408773594
105,brains,trump,0.065357822890913
106,brains,clinton,0.15829548855558068
107,brains,sanders,-0.04222467117486494
108,brains,liberal,0.15529735609678413
109,brains,conservative,-0.04166497064206844
110,brains,men,0.059782774576571496
111,brains,women,0.00732581351475623
112,president,trump,0.22224961040256186
113,president,clinton,-0.0373003529933184
114,president,sanders,0.041717156411568236
115,president,liberal,0.08452648182948079
116,president,conservative,-0.0007271471957913675
117,president,men,0.171283474679766
118,president,women,0.18791226688916382
119,feminist,trump,0.2878323800834594
120,feminist,clinton,0.07252004511646631
121,feminist,sanders,0.1822928243030771
122,feminist,liberal,0.048514457749136264
123,feminist,conservative,0.12975776715512666
124,feminist,men,0.6484755226975599
125,feminist,women,0.6693985211707881
