,0,1,2
0,fox,trump,-0.24619319328442
1,fox,clinton,0.05810633857791175
2,fox,sanders,0.06061111573040856
3,fox,liberal,-0.08535177209297891
4,fox,conservative,0.07392937773375474
5,fox,men,-0.04313802380456159
6,fox,women,0.1913551002322932
7,god,trump,-0.16155021671251424
8,god,clinton,0.09305376288758298
9,god,sanders,0.12139874415529879
10,god,liberal,-0.01221210518308898
11,god,conservative,0.10035922844162352
12,god,men,-0.07080136477693615
13,god,women,0.022613824313642894
14,bitch,trump,-0.05062284825808222
15,bitch,clinton,0.023049087869694077
16,bitch,sanders,-0.1109799887956367
17,bitch,liberal,0.17245908707325608
18,bitch,conservative,0.04760202905764077
19,bitch,men,0.04236344815902906
20,bitch,women,-0.07770965378437221
21,prison,trump,0.0573128730688941
22,prison,clinton,0.09781200005806745
23,prison,sanders,0.012286032316833369
24,prison,liberal,-0.09641541724834589
25,prison,conservative,-0.06470963405708326
26,prison,men,0.17021614436181162
27,prison,women,0.19336549689599317
28,good,trump,0.18278923163507432
29,good,clinton,0.14304524759494996
30,good,sanders,0.14460307750260595
31,good,liberal,0.09130943007566561
32,good,conservative,-0.03956931463627876
33,good,men,0.16883785671917853
34,good,women,0.2581472583620131
35,evil,trump,0.08794725554027376
36,evil,clinton,0.03675633984327526
37,evil,sanders,-0.0047142311404138795
38,evil,liberal,0.06706609632859581
39,evil,conservative,0.06835047472669432
40,evil,men,0.06390899770136987
41,evil,women,0.17176623766535326
42,smart,trump,0.019990465490920883
43,smart,clinton,-0.11064302198874935
44,smart,sanders,0.03285754731427839
45,smart,liberal,0.012127901351254572
46,smart,conservative,0.010436956285993186
47,smart,men,0.07442630545313102
48,smart,women,0.14929203760300144
49,assault,trump,0.22176779361006682
50,assault,clinton,-0.07089819635263632
51,assault,sanders,0.1704132861875934
52,assault,liberal,-0.16874352565627684
53,assault,conservative,-0.01883796619949328
54,assault,men,0.3431174275182565
55,assault,women,0.2890471793339274
56,honest,trump,0.09774461886061336
57,honest,clinton,-0.06587301806987424
58,honest,sanders,0.262172782854774
59,honest,liberal,-0.23525948332471905
60,honest,conservative,0.17206023434218576
61,honest,men,0.08399876401893995
62,honest,women,0.1662186660126774
63,brains,trump,0.07127836469735417
64,brains,clinton,0.1620063212037218
65,brains,sanders,-0.04424002152455472
66,brains,liberal,0.1566762427422512
67,brains,conservative,-0.04754592238805357
68,brains,men,0.06702995976251486
69,brains,women,-0.0016140446088421898
70,president,trump,0.17340897690583457
71,president,clinton,-0.06904805023757964
72,president,sanders,0.00992495585354601
73,president,liberal,0.08439181890408994
74,president,conservative,-0.05051086966085955
75,president,men,0.02103146112655235
76,president,women,0.015806266415996466
77,feminist,trump,0.12026698421293741
78,feminist,clinton,-0.04210944219146434
79,feminist,sanders,0.1592752644455536
80,feminist,liberal,0.04291283485797188
81,feminist,conservative,-0.004058112744577122
82,feminist,men,0.4181907694792713
83,feminist,women,0.32566996821998817
